shipment_id,order_id,carrier,distance_km,shipping_cost,delivery_time_days,promised_days,delivery_status
SHP_ORD_04400,ORD_04400,Delhivery,247.64,916.02,3,3,On-Time
SHP_ORD_04401,ORD_04401,BlueDart,262.70,932.53,4,4,On-Time
SHP_ORD_04402,ORD_04402,DTDC,1860.16,5780.35,5,3,Late
SHP_ORD_04403,ORD_04403,FedEx,1356.59,6248.74,3,3,On-Time
SHP_ORD_04404,ORD_04404,BlueDart,1000.51,4471.40,3,3,On-Time
SHP_ORD_04405,ORD_04405,BlueDart,1941.95,7313.71,4,3,Late
SHP_ORD_04406,ORD_04406,BlueDart,1338.82,4598.24,3,3,On-Time
SHP_ORD_04407,ORD_04407,BlueDart,1922.93,5191.52,4,4,On-Time
SHP_ORD_04408,ORD_04408,Delhivery,1706.93,8280.52,3,1,Late
SHP_ORD_04409,ORD_04409,Delhivery,1580.63,5476.15,2,2,On-Time
SHP_ORD_04410,ORD_04410,FedEx,1292.42,5791.82,3,3,On-Time
SHP_ORD_04411,ORD_04411,FedEx,995.42,4612.22,3,3,On-Time
SHP_ORD_04412,ORD_04412,FedEx,592.31,2854.21,2,2,On-Time
SHP_ORD_04413,ORD_04413,DTDC,1930.45,5213.69,4,4,On-Time
SHP_ORD_04414,ORD_04414,DTDC,491.79,1901.93,2,2,On-Time
SHP_ORD_04415,ORD_04415,BlueDart,1870.51,4862.43,1,1,On-Time
SHP_ORD_04416,ORD_04416,BlueDart,94.29,456.48,3,3,On-Time
SHP_ORD_04417,ORD_04417,FedEx,1198.55,3151.95,2,2,On-Time
SHP_ORD_04418,ORD_04418,Delhivery,329.56,985.55,3,3,On-Time
SHP_ORD_04419,ORD_04419,BlueDart,1483.19,5917.78,4,4,On-Time
SHP_ORD_04420,ORD_04420,DTDC,754.32,2840.43,2,2,On-Time
SHP_ORD_04421,ORD_04421,FedEx,20.68,72.45,1,1,On-Time
SHP_ORD_04422,ORD_04422,Delhivery,125.79,458.62,4,4,On-Time
SHP_ORD_04423,ORD_04423,BlueDart,1737.33,4890.22,2,2,On-Time
SHP_ORD_04424,ORD_04424,Delhivery,905.69,2550.87,3,2,Late
SHP_ORD_04425,ORD_04425,BlueDart,151.72,492.08,3,1,Late
SHP_ORD_04426,ORD_04426,Delhivery,1490.30,6819.65,3,3,On-Time
SHP_ORD_04427,ORD_04427,FedEx,419.20,1238.57,2,2,On-Time
SHP_ORD_04428,ORD_04428,DTDC,170.35,819.80,1,1,On-Time
SHP_ORD_04429,ORD_04429,Delhivery,620.39,2633.70,2,2,On-Time
SHP_ORD_04430,ORD_04430,FedEx,1553.73,7117.83,4,2,Late
SHP_ORD_04431,ORD_04431,BlueDart,1748.24,7210.48,2,2,On-Time
SHP_ORD_04432,ORD_04432,FedEx,1014.54,4438.99,1,1,On-Time
SHP_ORD_04433,ORD_04433,FedEx,822.28,3238.17,3,3,On-Time
SHP_ORD_04434,ORD_04434,Delhivery,395.74,1745.62,3,3,On-Time
SHP_ORD_04435,ORD_04435,BlueDart,1419.58,5912.81,4,3,Late
SHP_ORD_04436,ORD_04436,FedEx,898.19,3964.96,2,1,Late
SHP_ORD_04437,ORD_04437,DTDC,1007.33,5003.39,2,2,On-Time
SHP_ORD_04438,ORD_04438,BlueDart,1331.46,6357.72,2,2,On-Time
SHP_ORD_04439,ORD_04439,FedEx,1022.39,3640.94,2,2,On-Time
SHP_ORD_04440,ORD_04440,Delhivery,95.07,399.60,3,3,On-Time
SHP_ORD_04441,ORD_04441,BlueDart,270.58,1323.19,3,1,Late
SHP_ORD_04442,ORD_04442,DTDC,1631.66,5567.86,3,3,On-Time
SHP_ORD_04443,ORD_04443,Delhivery,806.61,2650.51,1,1,On-Time
SHP_ORD_04444,ORD_04444,BlueDart,1885.82,7744.10,5,4,Late
SHP_ORD_04445,ORD_04445,DTDC,1213.90,4822.47,2,2,On-Time
SHP_ORD_04446,ORD_04446,Delhivery,1412.63,5754.29,4,4,On-Time
SHP_ORD_04447,ORD_04447,Delhivery,538.96,1675.00,4,2,Late
SHP_ORD_04448,ORD_04448,FedEx,1626.74,5563.92,3,2,Late
SHP_ORD_04449,ORD_04449,FedEx,692.75,2678.45,1,1,On-Time
SHP_ORD_04450,ORD_04450,BlueDart,568.31,2836.75,4,4,On-Time
SHP_ORD_04451,ORD_04451,DTDC,1836.86,6602.64,2,2,On-Time
SHP_ORD_04452,ORD_04452,BlueDart,173.36,457.75,1,1,On-Time
SHP_ORD_04453,ORD_04453,BlueDart,1614.48,4773.56,3,3,On-Time
SHP_ORD_04454,ORD_04454,FedEx,881.88,3010.19,3,3,On-Time
SHP_ORD_04455,ORD_04455,BlueDart,1981.86,5807.10,4,4,On-Time
SHP_ORD_04456,ORD_04456,BlueDart,1036.82,4208.80,3,3,On-Time
SHP_ORD_04457,ORD_04457,FedEx,69.49,332.26,4,3,Late
SHP_ORD_04458,ORD_04458,Delhivery,1349.47,5503.19,2,2,On-Time
SHP_ORD_04459,ORD_04459,FedEx,1538.02,6323.56,1,1,On-Time
SHP_ORD_04460,ORD_04460,FedEx,782.92,2588.57,4,4,On-Time
SHP_ORD_04461,ORD_04461,Delhivery,1368.32,3456.73,4,4,On-Time
SHP_ORD_04462,ORD_04462,DTDC,889.90,4206.93,3,3,On-Time
SHP_ORD_04463,ORD_04463,BlueDart,1391.03,5295.35,2,1,Late
SHP_ORD_04464,ORD_04464,FedEx,722.05,3108.16,2,2,On-Time
SHP_ORD_04465,ORD_04465,DTDC,341.25,994.94,3,3,On-Time
SHP_ORD_04466,ORD_04466,Delhivery,792.69,2236.84,3,3,On-Time
SHP_ORD_04467,ORD_04467,FedEx,899.20,4266.22,1,1,On-Time
SHP_ORD_04468,ORD_04468,BlueDart,111.88,418.75,2,2,On-Time
SHP_ORD_04469,ORD_04469,Delhivery,1024.95,2793.07,4,4,On-Time
SHP_ORD_04470,ORD_04470,DTDC,273.98,961.74,1,1,On-Time
SHP_ORD_04471,ORD_04471,DTDC,847.02,2545.80,2,2,On-Time
SHP_ORD_04472,ORD_04472,FedEx,1806.17,5498.74,3,3,On-Time
SHP_ORD_04473,ORD_04473,BlueDart,1654.86,6870.55,2,2,On-Time
SHP_ORD_04474,ORD_04474,Delhivery,1977.41,7257.28,1,1,On-Time
SHP_ORD_04475,ORD_04475,DTDC,1831.07,7899.16,4,4,On-Time
SHP_ORD_04476,ORD_04476,FedEx,83.69,302.02,4,3,Late
SHP_ORD_04477,ORD_04477,FedEx,799.09,3967.63,2,2,On-Time
SHP_ORD_04478,ORD_04478,DTDC,994.59,4680.72,2,2,On-Time
SHP_ORD_04479,ORD_04479,DTDC,613.81,1907.66,4,4,On-Time
SHP_ORD_04480,ORD_04480,BlueDart,113.88,489.87,3,3,On-Time
SHP_ORD_04481,ORD_04481,FedEx,1363.75,4845.63,3,3,On-Time
SHP_ORD_04482,ORD_04482,DTDC,1308.88,4921.55,4,4,On-Time
SHP_ORD_04483,ORD_04483,FedEx,1680.01,6715.29,1,1,On-Time
SHP_ORD_04484,ORD_04484,BlueDart,320.64,1327.47,4,3,Late
SHP_ORD_04485,ORD_04485,FedEx,588.16,1833.58,2,2,On-Time
SHP_ORD_04486,ORD_04486,FedEx,1995.45,7245.08,4,4,On-Time
SHP_ORD_04487,ORD_04487,BlueDart,614.88,2157.33,1,1,On-Time
SHP_ORD_04488,ORD_04488,BlueDart,1104.61,5479.27,2,2,On-Time
SHP_ORD_04489,ORD_04489,DTDC,1119.37,3809.61,4,4,On-Time
SHP_ORD_04490,ORD_04490,FedEx,222.66,891.76,3,3,On-Time
SHP_ORD_04491,ORD_04491,DTDC,910.20,2452.84,1,1,On-Time
SHP_ORD_04492,ORD_04492,FedEx,1160.63,4261.76,2,2,On-Time
SHP_ORD_04493,ORD_04493,Delhivery,1557.89,6178.72,3,3,On-Time
SHP_ORD_04494,ORD_04494,BlueDart,804.65,3137.42,1,1,On-Time
SHP_ORD_04495,ORD_04495,BlueDart,1520.58,4753.76,4,2,Late
SHP_ORD_04496,ORD_04496,Delhivery,1096.17,4239.03,5,3,Late
SHP_ORD_04497,ORD_04497,Delhivery,1750.71,6726.69,4,4,On-Time
SHP_ORD_04498,ORD_04498,FedEx,398.98,1732.20,3,1,Late
SHP_ORD_04499,ORD_04499,BlueDart,1193.31,3303.27,5,4,Late
SHP_ORD_04500,ORD_04500,FedEx,753.37,2512.83,5,4,Late
SHP_ORD_04501,ORD_04501,BlueDart,870.54,3651.99,4,4,On-Time
SHP_ORD_04502,ORD_04502,DTDC,1259.24,5106.66,2,2,On-Time
SHP_ORD_04503,ORD_04503,BlueDart,653.09,2937.16,2,2,On-Time
SHP_ORD_04504,ORD_04504,FedEx,572.73,1932.52,4,4,On-Time
SHP_ORD_04505,ORD_04505,BlueDart,1465.70,5679.80,3,1,Late
SHP_ORD_04506,ORD_04506,BlueDart,325.05,1452.16,1,1,On-Time
SHP_ORD_04507,ORD_04507,FedEx,1792.44,8752.06,6,4,Late
SHP_ORD_04508,ORD_04508,BlueDart,1007.59,4657.36,4,4,On-Time
SHP_ORD_04509,ORD_04509,FedEx,1761.82,7316.97,1,1,On-Time
SHP_ORD_04510,ORD_04510,BlueDart,1354.81,5854.39,3,3,On-Time
SHP_ORD_04511,ORD_04511,DTDC,1156.52,3872.01,4,4,On-Time
SHP_ORD_04512,ORD_04512,BlueDart,1069.29,3823.54,1,1,On-Time
SHP_ORD_04513,ORD_04513,BlueDart,64.84,286.79,4,4,On-Time
SHP_ORD_04514,ORD_04514,Delhivery,985.96,3786.09,3,3,On-Time
SHP_ORD_04515,ORD_04515,FedEx,847.46,3623.68,1,1,On-Time
SHP_ORD_04516,ORD_04516,BlueDart,1875.46,5303.44,2,2,On-Time
SHP_ORD_04517,ORD_04517,FedEx,523.51,2397.69,2,2,On-Time
SHP_ORD_04518,ORD_04518,FedEx,1299.91,6378.44,4,4,On-Time
SHP_ORD_04519,ORD_04519,BlueDart,465.93,1664.80,3,3,On-Time
SHP_ORD_04520,ORD_04520,FedEx,1825.01,6974.04,2,2,On-Time
SHP_ORD_04521,ORD_04521,Delhivery,1520.74,4130.15,2,2,On-Time
SHP_ORD_04522,ORD_04522,DTDC,946.98,3909.05,3,3,On-Time
SHP_ORD_04523,ORD_04523,DTDC,1977.05,6911.71,3,3,On-Time
SHP_ORD_04524,ORD_04524,DTDC,88.06,410.74,1,1,On-Time
SHP_ORD_04525,ORD_04525,Delhivery,1895.18,4939.39,4,4,On-Time
SHP_ORD_04526,ORD_04526,Delhivery,400.81,1293.99,4,4,On-Time
SHP_ORD_04527,ORD_04527,DTDC,331.84,1620.61,3,3,On-Time
SHP_ORD_04528,ORD_04528,Delhivery,1957.69,6223.16,2,2,On-Time
SHP_ORD_04529,ORD_04529,FedEx,1801.60,5007.99,2,2,On-Time
SHP_ORD_04530,ORD_04530,Delhivery,885.08,2643.77,4,4,On-Time
SHP_ORD_04531,ORD_04531,DTDC,1340.06,6567.23,4,4,On-Time
SHP_ORD_04532,ORD_04532,Delhivery,1213.67,3734.97,3,3,On-Time
SHP_ORD_04533,ORD_04533,DTDC,1667.99,7327.17,5,3,Late
SHP_ORD_04534,ORD_04534,BlueDart,1300.71,3733.60,3,3,On-Time
SHP_ORD_04535,ORD_04535,DTDC,557.58,1713.82,4,4,On-Time
SHP_ORD_04536,ORD_04536,FedEx,807.25,2362.47,3,3,On-Time
SHP_ORD_04537,ORD_04537,DTDC,912.36,3795.25,1,1,On-Time
SHP_ORD_04538,ORD_04538,DTDC,1542.75,5078.55,3,3,On-Time
SHP_ORD_04539,ORD_04539,BlueDart,1765.15,7551.59,4,3,Late
SHP_ORD_04540,ORD_04540,Delhivery,1806.10,8820.73,1,1,On-Time
SHP_ORD_04541,ORD_04541,BlueDart,842.77,2972.42,2,2,On-Time
SHP_ORD_04542,ORD_04542,FedEx,462.84,2059.63,2,2,On-Time
SHP_ORD_04543,ORD_04543,Delhivery,330.24,1003.34,5,4,Late
SHP_ORD_04544,ORD_04544,DTDC,121.83,509.80,3,3,On-Time
SHP_ORD_04545,ORD_04545,Delhivery,257.76,1049.33,4,3,Late
SHP_ORD_04546,ORD_04546,BlueDart,488.55,1392.23,2,2,On-Time
SHP_ORD_04547,ORD_04547,Delhivery,1100.54,4352.31,1,1,On-Time
SHP_ORD_04548,ORD_04548,BlueDart,1243.68,3894.45,4,4,On-Time
SHP_ORD_04549,ORD_04549,DTDC,110.29,330.42,2,1,Late
SHP_ORD_04550,ORD_04550,FedEx,350.23,1452.25,2,2,On-Time
SHP_ORD_04551,ORD_04551,BlueDart,1518.91,6416.09,3,3,On-Time
SHP_ORD_04552,ORD_04552,DTDC,814.06,2821.66,3,3,On-Time
SHP_ORD_04553,ORD_04553,Delhivery,1261.40,5342.67,4,4,On-Time
SHP_ORD_04554,ORD_04554,DTDC,1209.66,4205.69,3,2,Late
SHP_ORD_04555,ORD_04555,FedEx,54.24,172.77,4,4,On-Time
SHP_ORD_04556,ORD_04556,BlueDart,795.20,3751.44,1,1,On-Time
SHP_ORD_04557,ORD_04557,DTDC,454.07,1244.63,2,2,On-Time
SHP_ORD_04558,ORD_04558,FedEx,1862.34,8714.99,3,3,On-Time
SHP_ORD_04559,ORD_04559,BlueDart,1324.52,4081.01,3,3,On-Time
SHP_ORD_04560,ORD_04560,DTDC,1055.73,3758.41,4,4,On-Time
SHP_ORD_04561,ORD_04561,Delhivery,1940.82,8034.90,2,2,On-Time
SHP_ORD_04562,ORD_04562,Delhivery,281.83,840.10,4,4,On-Time
SHP_ORD_04563,ORD_04563,FedEx,853.24,2643.91,4,4,On-Time
SHP_ORD_04564,ORD_04564,DTDC,1683.26,8195.44,1,1,On-Time
SHP_ORD_04565,ORD_04565,Delhivery,497.73,2058.43,4,4,On-Time
SHP_ORD_04566,ORD_04566,FedEx,1872.13,6504.99,4,4,On-Time
SHP_ORD_04567,ORD_04567,DTDC,1248.98,4860.29,4,4,On-Time
SHP_ORD_04568,ORD_04568,Delhivery,1720.73,5670.66,1,1,On-Time
SHP_ORD_04569,ORD_04569,FedEx,1406.46,6216.44,2,2,On-Time
SHP_ORD_04570,ORD_04570,DTDC,1217.23,4831.21,3,3,On-Time
SHP_ORD_04571,ORD_04571,BlueDart,476.45,2277.36,4,3,Late
SHP_ORD_04572,ORD_04572,FedEx,1299.68,5806.61,2,2,On-Time
SHP_ORD_04573,ORD_04573,FedEx,509.82,1829.32,1,1,On-Time
SHP_ORD_04574,ORD_04574,FedEx,1395.07,4397.26,4,4,On-Time
SHP_ORD_04575,ORD_04575,FedEx,1744.84,6361.89,3,3,On-Time
SHP_ORD_04576,ORD_04576,Delhivery,446.63,1488.61,3,3,On-Time
SHP_ORD_04577,ORD_04577,BlueDart,509.52,2365.93,4,2,Late
SHP_ORD_04578,ORD_04578,FedEx,1911.10,7181.04,2,2,On-Time
SHP_ORD_04579,ORD_04579,BlueDart,184.99,561.72,3,3,On-Time
SHP_ORD_04580,ORD_04580,FedEx,131.17,391.37,2,2,On-Time
SHP_ORD_04581,ORD_04581,BlueDart,224.39,1041.33,3,3,On-Time
SHP_ORD_04582,ORD_04582,FedEx,522.12,2072.26,4,4,On-Time
SHP_ORD_04583,ORD_04583,Delhivery,449.41,2067.70,4,4,On-Time
SHP_ORD_04584,ORD_04584,DTDC,1906.83,5080.92,1,1,On-Time
SHP_ORD_04585,ORD_04585,BlueDart,150.09,642.63,1,1,On-Time
SHP_ORD_04586,ORD_04586,Delhivery,1767.70,5687.96,4,3,Late
SHP_ORD_04587,ORD_04587,Delhivery,1100.69,4062.59,3,3,On-Time
SHP_ORD_04588,ORD_04588,Delhivery,648.96,3011.71,1,1,On-Time
SHP_ORD_04589,ORD_04589,DTDC,1187.13,5208.45,4,4,On-Time
SHP_ORD_04590,ORD_04590,DTDC,106.33,346.70,1,1,On-Time
SHP_ORD_04591,ORD_04591,BlueDart,311.81,1089.11,4,4,On-Time
SHP_ORD_04592,ORD_04592,DTDC,1685.84,6421.33,1,1,On-Time
SHP_ORD_04593,ORD_04593,DTDC,1131.95,3967.50,1,1,On-Time
SHP_ORD_04594,ORD_04594,BlueDart,314.18,1523.00,1,1,On-Time
SHP_ORD_04595,ORD_04595,FedEx,1625.34,4346.03,4,4,On-Time
SHP_ORD_04596,ORD_04596,DTDC,759.17,3151.31,2,1,Late
SHP_ORD_04597,ORD_04597,DTDC,101.04,493.18,2,2,On-Time
SHP_ORD_04598,ORD_04598,DTDC,263.16,1029.79,5,3,Late
SHP_ORD_04599,ORD_04599,DTDC,1511.31,6174.27,2,2,On-Time
SHP_ORD_04600,ORD_04600,DTDC,594.98,1592.19,3,3,On-Time
SHP_ORD_04601,ORD_04601,BlueDart,1505.49,4777.46,4,4,On-Time
SHP_ORD_04602,ORD_04602,Delhivery,327.45,1556.52,3,3,On-Time
SHP_ORD_04603,ORD_04603,BlueDart,1450.33,7000.19,4,4,On-Time
SHP_ORD_04604,ORD_04604,DTDC,484.47,2099.52,1,1,On-Time
SHP_ORD_04605,ORD_04605,FedEx,277.94,748.38,4,4,On-Time
SHP_ORD_04606,ORD_04606,BlueDart,1149.23,3424.80,3,3,On-Time
SHP_ORD_04607,ORD_04607,DTDC,153.30,577.67,2,2,On-Time
SHP_ORD_04608,ORD_04608,Delhivery,1988.68,7099.41,1,1,On-Time
SHP_ORD_04609,ORD_04609,BlueDart,457.99,1408.76,4,4,On-Time
SHP_ORD_04610,ORD_04610,FedEx,1804.87,8127.67,1,1,On-Time
SHP_ORD_04611,ORD_04611,BlueDart,104.39,423.79,4,4,On-Time
SHP_ORD_04612,ORD_04612,BlueDart,1363.15,5151.19,3,3,On-Time
SHP_ORD_04613,ORD_04613,FedEx,1367.42,4539.53,4,4,On-Time
SHP_ORD_04614,ORD_04614,DTDC,347.39,1691.50,3,3,On-Time
SHP_ORD_04615,ORD_04615,Delhivery,1442.46,6231.53,3,3,On-Time
SHP_ORD_04616,ORD_04616,Delhivery,912.19,2904.43,4,2,Late
SHP_ORD_04617,ORD_04617,Delhivery,621.97,2675.66,4,4,On-Time
SHP_ORD_04618,ORD_04618,FedEx,620.24,1579.70,3,3,On-Time
SHP_ORD_04619,ORD_04619,Delhivery,748.48,2080.34,3,3,On-Time
SHP_ORD_04620,ORD_04620,BlueDart,824.95,2480.78,2,2,On-Time
SHP_ORD_04621,ORD_04621,Delhivery,723.18,1980.85,4,4,On-Time
SHP_ORD_04622,ORD_04622,DTDC,845.32,3717.34,3,3,On-Time
SHP_ORD_04623,ORD_04623,Delhivery,231.74,1089.15,4,4,On-Time
SHP_ORD_04624,ORD_04624,BlueDart,36.24,174.14,4,4,On-Time
SHP_ORD_04625,ORD_04625,DTDC,92.60,330.43,2,2,On-Time
SHP_ORD_04626,ORD_04626,Delhivery,1170.34,5515.12,4,4,On-Time
SHP_ORD_04627,ORD_04627,FedEx,1532.45,4339.52,4,4,On-Time
SHP_ORD_04628,ORD_04628,Delhivery,1845.70,6840.41,4,4,On-Time
SHP_ORD_04629,ORD_04629,Delhivery,840.29,4158.99,1,1,On-Time
SHP_ORD_04630,ORD_04630,Delhivery,1453.66,3929.87,1,1,On-Time
SHP_ORD_04631,ORD_04631,DTDC,1118.34,5010.41,4,4,On-Time
SHP_ORD_04632,ORD_04632,Delhivery,1148.27,3048.00,1,1,On-Time
SHP_ORD_04633,ORD_04633,BlueDart,495.48,1352.79,2,2,On-Time
SHP_ORD_04634,ORD_04634,FedEx,1216.72,3642.50,3,3,On-Time
SHP_ORD_04635,ORD_04635,DTDC,1944.39,7369.08,4,3,Late
SHP_ORD_04636,ORD_04636,Delhivery,661.36,2534.42,4,2,Late
SHP_ORD_04637,ORD_04637,DTDC,823.55,3201.73,3,3,On-Time
SHP_ORD_04638,ORD_04638,BlueDart,815.87,2847.20,2,2,On-Time
SHP_ORD_04639,ORD_04639,DTDC,1008.27,4124.11,3,3,On-Time
SHP_ORD_04640,ORD_04640,DTDC,1659.13,6686.63,2,1,Late
SHP_ORD_04641,ORD_04641,DTDC,657.99,1910.68,1,1,On-Time
SHP_ORD_04642,ORD_04642,BlueDart,1802.47,5516.85,4,4,On-Time
SHP_ORD_04643,ORD_04643,Delhivery,1018.83,4466.39,4,4,On-Time
SHP_ORD_04644,ORD_04644,BlueDart,1674.80,4736.25,2,2,On-Time
SHP_ORD_04645,ORD_04645,BlueDart,1452.69,7241.33,3,3,On-Time
SHP_ORD_04646,ORD_04646,DTDC,387.31,1078.83,3,3,On-Time
SHP_ORD_04647,ORD_04647,FedEx,1078.14,5153.40,2,2,On-Time
SHP_ORD_04648,ORD_04648,Delhivery,1885.96,5164.14,2,2,On-Time
SHP_ORD_04649,ORD_04649,Delhivery,1694.28,5441.50,1,1,On-Time
SHP_ORD_04650,ORD_04650,BlueDart,75.16,299.98,1,1,On-Time
SHP_ORD_04651,ORD_04651,Delhivery,1442.33,6614.27,4,2,Late
SHP_ORD_04652,ORD_04652,FedEx,920.12,4284.62,2,2,On-Time
SHP_ORD_04653,ORD_04653,BlueDart,1450.34,5964.02,2,2,On-Time
SHP_ORD_04654,ORD_04654,Delhivery,203.53,616.73,3,3,On-Time
SHP_ORD_04655,ORD_04655,DTDC,1501.56,6017.16,4,4,On-Time
SHP_ORD_04656,ORD_04656,BlueDart,62.47,301.10,2,2,On-Time
SHP_ORD_04657,ORD_04657,BlueDart,993.30,3689.78,2,2,On-Time
SHP_ORD_04658,ORD_04658,Delhivery,147.40,413.90,1,1,On-Time
SHP_ORD_04659,ORD_04659,DTDC,807.82,2873.44,6,4,Late
SHP_ORD_04660,ORD_04660,Delhivery,606.81,1925.70,2,2,On-Time
SHP_ORD_04661,ORD_04661,Delhivery,749.96,3234.14,1,1,On-Time
SHP_ORD_04662,ORD_04662,DTDC,1764.47,7803.99,4,4,On-Time
SHP_ORD_04663,ORD_04663,BlueDart,638.86,1605.19,4,4,On-Time
SHP_ORD_04664,ORD_04664,Delhivery,728.49,3565.78,1,1,On-Time
SHP_ORD_04665,ORD_04665,Delhivery,190.89,499.47,2,2,On-Time
SHP_ORD_04666,ORD_04666,BlueDart,310.49,818.62,1,1,On-Time
SHP_ORD_04667,ORD_04667,BlueDart,1305.92,4301.53,1,1,On-Time
SHP_ORD_04668,ORD_04668,Delhivery,1983.50,9720.05,4,4,On-Time
SHP_ORD_04669,ORD_04669,Delhivery,146.40,475.95,4,4,On-Time
SHP_ORD_04670,ORD_04670,BlueDart,1194.52,3447.42,4,4,On-Time
SHP_ORD_04671,ORD_04671,DTDC,365.59,1539.08,2,2,On-Time
SHP_ORD_04672,ORD_04672,Delhivery,168.59,465.08,1,1,On-Time
SHP_ORD_04673,ORD_04673,BlueDart,213.79,884.62,3,2,Late
SHP_ORD_04674,ORD_04674,FedEx,170.60,479.37,3,3,On-Time
SHP_ORD_04675,ORD_04675,DTDC,1437.58,4097.26,3,3,On-Time
SHP_ORD_04676,ORD_04676,FedEx,1752.33,8536.99,2,2,On-Time
SHP_ORD_04677,ORD_04677,DTDC,796.10,2033.63,3,2,Late
SHP_ORD_04678,ORD_04678,FedEx,893.70,4126.84,3,3,On-Time
SHP_ORD_04679,ORD_04679,Delhivery,1812.32,6310.26,1,1,On-Time
SHP_ORD_04680,ORD_04680,FedEx,929.53,3942.38,1,1,On-Time
SHP_ORD_04681,ORD_04681,BlueDart,1832.37,6615.93,3,3,On-Time
SHP_ORD_04682,ORD_04682,Delhivery,1599.23,6283.43,3,3,On-Time
SHP_ORD_04683,ORD_04683,BlueDart,1598.65,5965.33,2,2,On-Time
SHP_ORD_04684,ORD_04684,Delhivery,227.30,639.51,2,2,On-Time
SHP_ORD_04685,ORD_04685,DTDC,920.00,2344.77,5,4,Late
SHP_ORD_04686,ORD_04686,DTDC,875.55,2550.73,1,1,On-Time
SHP_ORD_04687,ORD_04687,FedEx,635.26,1625.13,4,4,On-Time
SHP_ORD_04688,ORD_04688,BlueDart,1636.91,7199.79,1,1,On-Time
SHP_ORD_04689,ORD_04689,Delhivery,687.53,3073.86,1,1,On-Time
SHP_ORD_04690,ORD_04690,Delhivery,938.50,4431.78,3,1,Late
SHP_ORD_04691,ORD_04691,BlueDart,958.82,2494.73,2,2,On-Time
SHP_ORD_04692,ORD_04692,DTDC,1846.14,9082.81,3,3,On-Time
SHP_ORD_04693,ORD_04693,BlueDart,57.41,182.83,1,1,On-Time
SHP_ORD_04694,ORD_04694,BlueDart,1916.53,8843.12,2,2,On-Time
SHP_ORD_04695,ORD_04695,BlueDart,520.77,2134.26,2,2,On-Time
SHP_ORD_04696,ORD_04696,DTDC,1220.28,4804.61,4,4,On-Time
SHP_ORD_04697,ORD_04697,FedEx,85.14,286.32,4,4,On-Time
SHP_ORD_04698,ORD_04698,BlueDart,578.19,2731.74,4,4,On-Time
SHP_ORD_04699,ORD_04699,FedEx,792.47,3136.47,1,1,On-Time
SHP_ORD_04700,ORD_04700,FedEx,505.59,1781.21,2,2,On-Time
SHP_ORD_04701,ORD_04701,FedEx,1607.94,4275.01,6,4,Late
SHP_ORD_04702,ORD_04702,Delhivery,790.56,3057.33,1,1,On-Time
SHP_ORD_04703,ORD_04703,BlueDart,1425.93,6744.65,1,1,On-Time
SHP_ORD_04704,ORD_04704,FedEx,598.44,2340.15,2,2,On-Time
SHP_ORD_04705,ORD_04705,DTDC,554.20,1469.00,4,4,On-Time
SHP_ORD_04706,ORD_04706,DTDC,1998.14,5769.95,2,2,On-Time
SHP_ORD_04707,ORD_04707,FedEx,476.92,1734.36,3,3,On-Time
SHP_ORD_04708,ORD_04708,Delhivery,827.86,4097.74,2,2,On-Time
SHP_ORD_04709,ORD_04709,FedEx,1883.69,7640.12,3,1,Late
SHP_ORD_04710,ORD_04710,Delhivery,807.44,3073.29,2,2,On-Time
SHP_ORD_04711,ORD_04711,Delhivery,1806.74,5640.69,1,1,On-Time
SHP_ORD_04712,ORD_04712,DTDC,1224.87,5510.24,2,2,On-Time
SHP_ORD_04713,ORD_04713,Delhivery,115.73,510.72,3,3,On-Time
SHP_ORD_04714,ORD_04714,BlueDart,1536.49,4562.71,4,2,Late
SHP_ORD_04715,ORD_04715,DTDC,1758.37,8732.32,1,1,On-Time
SHP_ORD_04716,ORD_04716,BlueDart,1463.65,6660.38,3,3,On-Time
SHP_ORD_04717,ORD_04717,DTDC,1323.85,6259.73,4,4,On-Time
SHP_ORD_04718,ORD_04718,BlueDart,147.85,583.73,1,1,On-Time
SHP_ORD_04719,ORD_04719,BlueDart,1368.22,3428.71,3,3,On-Time
SHP_ORD_04720,ORD_04720,Delhivery,195.01,796.68,4,4,On-Time
SHP_ORD_04721,ORD_04721,Delhivery,941.16,2598.20,2,2,On-Time
SHP_ORD_04722,ORD_04722,Delhivery,547.77,2132.87,1,1,On-Time
SHP_ORD_04723,ORD_04723,FedEx,200.67,578.80,4,2,Late
SHP_ORD_04724,ORD_04724,BlueDart,595.36,1740.98,4,4,On-Time
SHP_ORD_04725,ORD_04725,FedEx,1656.70,8239.75,5,3,Late
SHP_ORD_04726,ORD_04726,Delhivery,1488.55,5043.03,3,3,On-Time
SHP_ORD_04727,ORD_04727,FedEx,369.57,1583.09,3,3,On-Time
SHP_ORD_04728,ORD_04728,DTDC,1353.33,4294.63,4,4,On-Time
SHP_ORD_04729,ORD_04729,BlueDart,430.87,1716.56,1,1,On-Time
SHP_ORD_04730,ORD_04730,Delhivery,1453.96,6530.87,4,4,On-Time
SHP_ORD_04731,ORD_04731,BlueDart,1896.20,8581.23,5,4,Late
SHP_ORD_04732,ORD_04732,DTDC,48.46,165.10,2,2,On-Time
SHP_ORD_04733,ORD_04733,Delhivery,766.40,1946.79,3,3,On-Time
SHP_ORD_04734,ORD_04734,DTDC,1736.48,6562.81,4,4,On-Time
