order_id,order_date,ship_date,sku_id,quantity,zone,picker_id,processing_time_min,order_value,on_time_flag,priority
ORD_05496,14-02-2024,15-02-2024,SKU_0213,35,D,PCK_004,55,20802.21,1,High
ORD_05497,10-05-2024,12-05-2024,SKU_0283,24,A,PCK_017,115,20352.25,1,Low
ORD_05498,05-01-2024,06-01-2024,SKU_0241,46,B,PCK_005,47,3082.14,1,High
ORD_05499,10-04-2024,12-04-2024,SKU_0197,36,D,PCK_009,82,4876.87,1,Medium
ORD_05500,25-05-2024,27-05-2024,SKU_0062,15,B,PCK_018,65,16896.82,1,Medium
ORD_05501,15-01-2024,19-01-2024,SKU_0174,38,A,PCK_008,104,5867.82,1,Medium
ORD_05502,31-03-2024,03-04-2024,SKU_0215,37,A,PCK_018,110,15587.98,1,High
ORD_05503,05-01-2024,07-01-2024,SKU_0094,44,A,PCK_010,11,16930.62,1,Low
ORD_05504,22-06-2024,24-06-2024,SKU_0282,30,C,PCK_012,13,22160.80,1,Medium
ORD_05505,25-04-2024,28-04-2024,SKU_0257,4,A,PCK_002,75,24234.07,1,High
ORD_05506,17-02-2024,18-02-2024,SKU_0132,43,B,PCK_010,65,14016.43,1,High
ORD_05507,23-02-2024,24-02-2024,SKU_0110,30,B,PCK_013,106,23583.81,1,High
ORD_05508,14-03-2024,15-03-2024,SKU_0063,47,A,PCK_013,82,12192.38,1,Medium
ORD_05509,08-05-2024,12-05-2024,SKU_0196,33,C,PCK_018,37,7053.29,1,Medium
ORD_05510,08-05-2024,10-05-2024,SKU_0133,8,D,PCK_013,22,19501.34,1,High
ORD_05511,04-02-2024,06-02-2024,SKU_0200,30,C,PCK_015,49,15718.04,1,High
ORD_05512,28-05-2024,30-05-2024,SKU_0224,39,A,PCK_020,82,8881.77,1,High
ORD_05513,10-04-2024,13-04-2024,SKU_0296,48,B,PCK_012,118,18409.02,0,High
ORD_05514,13-04-2024,17-04-2024,SKU_0165,21,A,PCK_002,79,7472.88,1,Medium
ORD_05515,30-04-2024,01-05-2024,SKU_0153,3,D,PCK_005,51,13173.76,1,High
ORD_05516,08-04-2024,09-04-2024,SKU_0003,40,A,PCK_016,103,3822.71,0,High
ORD_05517,16-05-2024,18-05-2024,SKU_0102,25,A,PCK_012,20,9398.47,0,Low
ORD_05518,14-03-2024,15-03-2024,SKU_0268,28,B,PCK_009,73,5798.28,1,Medium
ORD_05519,08-04-2024,11-04-2024,SKU_0109,47,B,PCK_004,94,19575.20,1,Low
ORD_05520,29-04-2024,30-04-2024,SKU_0071,47,C,PCK_010,50,11921.80,0,Low
ORD_05521,20-03-2024,24-03-2024,SKU_0034,29,A,PCK_008,12,18220.26,1,High
ORD_05522,08-02-2024,11-02-2024,SKU_0155,13,D,PCK_004,76,8622.43,1,Low
ORD_05523,25-04-2024,28-04-2024,SKU_0039,41,C,PCK_001,34,24624.30,1,High
ORD_05524,16-02-2024,20-02-2024,SKU_0024,22,A,PCK_005,117,17835.04,1,Medium
ORD_05525,27-06-2024,30-06-2024,SKU_0037,22,D,PCK_013,86,12075.88,1,Low
ORD_05526,15-06-2024,19-06-2024,SKU_0187,39,D,PCK_018,25,18100.57,1,Low
ORD_05527,04-02-2024,08-02-2024,SKU_0149,8,B,PCK_013,97,3070.89,1,High
ORD_05528,07-04-2024,09-04-2024,SKU_0169,6,C,PCK_008,71,14025.88,1,Low
ORD_05529,27-02-2024,02-03-2024,SKU_0047,2,A,PCK_003,114,16089.53,1,Medium
ORD_05530,08-06-2024,09-06-2024,SKU_0009,41,C,PCK_004,93,1684.14,1,Medium
ORD_05531,17-02-2024,19-02-2024,SKU_0216,1,B,PCK_009,98,9513.82,1,Medium
ORD_05532,21-06-2024,24-06-2024,SKU_0259,21,D,PCK_019,55,6360.40,1,High
ORD_05533,01-01-2024,04-01-2024,SKU_0164,1,B,PCK_016,96,10104.66,1,Low
ORD_05534,10-05-2024,14-05-2024,SKU_0173,1,A,PCK_011,16,24464.84,1,High
ORD_05535,16-06-2024,20-06-2024,SKU_0280,22,D,PCK_003,40,12613.59,1,Medium
ORD_05536,16-01-2024,19-01-2024,SKU_0169,21,B,PCK_004,10,5803.54,1,High
ORD_05537,03-01-2024,04-01-2024,SKU_0191,33,D,PCK_019,22,18814.16,1,Low
ORD_05538,12-02-2024,16-02-2024,SKU_0051,4,C,PCK_011,32,22996.59,1,Medium
ORD_05539,12-05-2024,16-05-2024,SKU_0080,1,A,PCK_013,84,14174.50,1,Low
ORD_05540,04-03-2024,07-03-2024,SKU_0237,31,B,PCK_006,32,7623.20,1,Low
ORD_05541,07-01-2024,11-01-2024,SKU_0197,1,B,PCK_001,68,7009.54,1,Medium
ORD_05542,28-05-2024,29-05-2024,SKU_0150,2,C,PCK_014,61,1275.07,1,Medium
ORD_05543,03-02-2024,04-02-2024,SKU_0217,37,D,PCK_015,30,6747.54,1,High
ORD_05544,10-03-2024,14-03-2024,SKU_0019,48,A,PCK_012,69,22226.84,1,Medium
ORD_05545,16-01-2024,18-01-2024,SKU_0053,35,D,PCK_001,30,22276.32,1,High
ORD_05546,05-04-2024,07-04-2024,SKU_0032,20,D,PCK_017,56,775.36,1,High
ORD_05547,09-01-2024,10-01-2024,SKU_0186,11,C,PCK_013,115,16346.17,1,Low
ORD_05548,09-05-2024,13-05-2024,SKU_0247,16,B,PCK_018,75,12169.48,0,Medium
ORD_05549,28-05-2024,30-05-2024,SKU_0032,29,A,PCK_007,98,19986.77,1,Medium
ORD_05550,07-01-2024,10-01-2024,SKU_0163,19,B,PCK_010,118,12042.63,1,Low
ORD_05551,04-02-2024,08-02-2024,SKU_0009,36,D,PCK_006,42,18851.86,1,Medium
ORD_05552,03-03-2024,06-03-2024,SKU_0038,18,C,PCK_010,47,1761.15,0,Low
ORD_05553,12-02-2024,15-02-2024,SKU_0236,20,D,PCK_006,92,24387.27,1,High
ORD_05554,05-04-2024,06-04-2024,SKU_0083,21,B,PCK_019,92,5943.63,1,Medium
ORD_05555,18-05-2024,20-05-2024,SKU_0133,24,D,PCK_013,69,7742.55,1,High
ORD_05556,05-06-2024,06-06-2024,SKU_0231,12,C,PCK_006,104,7325.28,1,High
ORD_05557,21-04-2024,25-04-2024,SKU_0230,16,D,PCK_014,73,1602.04,1,Medium
ORD_05558,04-02-2024,08-02-2024,SKU_0070,46,D,PCK_001,81,21253.13,1,Low
ORD_05559,23-04-2024,27-04-2024,SKU_0194,45,B,PCK_007,100,7315.26,1,Medium
ORD_05560,26-02-2024,01-03-2024,SKU_0035,41,C,PCK_007,33,15307.17,0,High
ORD_05561,29-01-2024,02-02-2024,SKU_0281,14,D,PCK_013,15,24767.62,1,Medium
ORD_05562,20-03-2024,21-03-2024,SKU_0071,42,B,PCK_012,97,10510.90,1,High
ORD_05563,20-03-2024,22-03-2024,SKU_0271,3,D,PCK_014,93,20666.27,1,Low
ORD_05564,05-06-2024,06-06-2024,SKU_0027,49,A,PCK_014,119,17212.09,1,Medium
ORD_05565,20-04-2024,24-04-2024,SKU_0265,11,D,PCK_017,48,18639.65,1,Low
ORD_05566,24-02-2024,27-02-2024,SKU_0120,27,A,PCK_006,41,15868.28,1,Low
ORD_05567,24-03-2024,25-03-2024,SKU_0172,3,B,PCK_012,117,23913.28,0,Medium
ORD_05568,10-05-2024,13-05-2024,SKU_0004,10,A,PCK_012,94,1327.26,0,Low
ORD_05569,31-05-2024,04-06-2024,SKU_0269,21,B,PCK_020,98,16676.68,1,Medium
ORD_05570,19-02-2024,21-02-2024,SKU_0103,41,D,PCK_019,85,23908.40,1,Low
ORD_05571,15-03-2024,16-03-2024,SKU_0043,39,D,PCK_011,109,11804.44,1,Medium
ORD_05572,05-05-2024,09-05-2024,SKU_0132,12,C,PCK_001,20,5664.30,1,High
ORD_05573,25-01-2024,29-01-2024,SKU_0165,21,D,PCK_014,36,20018.13,1,High
ORD_05574,14-01-2024,15-01-2024,SKU_0243,23,D,PCK_017,40,11291.08,1,Medium
ORD_05575,11-05-2024,12-05-2024,SKU_0174,49,C,PCK_012,20,18416.61,1,High
ORD_05576,21-04-2024,22-04-2024,SKU_0224,39,A,PCK_003,80,21192.86,1,High
ORD_05577,22-01-2024,25-01-2024,SKU_0270,49,B,PCK_009,73,2345.15,1,High
ORD_05578,24-03-2024,26-03-2024,SKU_0245,3,D,PCK_007,28,2708.15,0,Low
ORD_05579,18-02-2024,21-02-2024,SKU_0067,19,B,PCK_015,69,4641.81,0,High
ORD_05580,24-04-2024,27-04-2024,SKU_0031,9,B,PCK_006,24,23054.30,1,Low
ORD_05581,11-05-2024,12-05-2024,SKU_0076,5,A,PCK_016,97,15579.18,1,High
ORD_05582,03-02-2024,05-02-2024,SKU_0039,47,C,PCK_015,22,19403.47,1,Low
ORD_05583,03-05-2024,07-05-2024,SKU_0251,14,A,PCK_014,89,2454.05,1,Medium
ORD_05584,12-06-2024,16-06-2024,SKU_0055,24,B,PCK_014,31,16784.16,1,High
ORD_05585,29-04-2024,01-05-2024,SKU_0151,30,C,PCK_006,108,16886.03,1,High
ORD_05586,03-03-2024,05-03-2024,SKU_0148,26,D,PCK_009,74,22882.28,1,Low
ORD_05587,05-02-2024,06-02-2024,SKU_0284,36,A,PCK_008,46,13905.99,0,Medium
ORD_05588,22-03-2024,25-03-2024,SKU_0090,45,D,PCK_004,75,19241.01,0,Low
ORD_05589,20-01-2024,22-01-2024,SKU_0005,18,B,PCK_007,37,19762.35,1,High
ORD_05590,19-01-2024,22-01-2024,SKU_0016,26,D,PCK_006,106,15392.43,1,Low
ORD_05591,16-06-2024,17-06-2024,SKU_0282,14,A,PCK_001,115,2894.79,1,Medium
ORD_05592,06-02-2024,09-02-2024,SKU_0095,35,C,PCK_013,20,11298.36,1,Medium
ORD_05593,09-03-2024,13-03-2024,SKU_0040,44,D,PCK_002,48,14944.82,1,Low
ORD_05594,23-02-2024,27-02-2024,SKU_0013,45,D,PCK_003,110,18828.93,1,Medium
ORD_05595,18-03-2024,21-03-2024,SKU_0010,32,A,PCK_007,90,16743.40,1,Medium
ORD_05596,05-02-2024,09-02-2024,SKU_0100,32,A,PCK_015,48,6418.21,1,Medium
ORD_05597,24-05-2024,26-05-2024,SKU_0006,44,C,PCK_002,67,18678.18,1,Low
ORD_05598,20-04-2024,22-04-2024,SKU_0102,26,B,PCK_007,92,22548.78,1,Medium
ORD_05599,23-06-2024,26-06-2024,SKU_0235,36,C,PCK_006,29,15936.10,0,Medium
ORD_05600,18-04-2024,21-04-2024,SKU_0193,3,B,PCK_019,110,12836.94,1,High
ORD_05601,18-03-2024,21-03-2024,SKU_0226,16,C,PCK_006,105,9674.71,1,Medium
ORD_05602,14-02-2024,17-02-2024,SKU_0222,24,A,PCK_008,10,13258.26,1,Low
ORD_05603,25-03-2024,26-03-2024,SKU_0114,47,A,PCK_019,16,12406.72,1,Low
ORD_05604,14-03-2024,16-03-2024,SKU_0204,3,C,PCK_011,44,7340.58,1,High
ORD_05605,23-01-2024,24-01-2024,SKU_0081,32,C,PCK_012,114,24223.82,1,High
ORD_05606,17-02-2024,18-02-2024,SKU_0113,49,B,PCK_020,57,12113.77,0,High
ORD_05607,26-04-2024,28-04-2024,SKU_0237,15,D,PCK_006,79,13283.84,1,High
ORD_05608,23-05-2024,27-05-2024,SKU_0277,30,B,PCK_003,57,18267.41,0,Low
ORD_05609,18-05-2024,20-05-2024,SKU_0061,44,B,PCK_013,73,3598.40,1,Medium
ORD_05610,03-04-2024,07-04-2024,SKU_0025,2,D,PCK_010,49,4489.39,1,High
ORD_05611,27-04-2024,01-05-2024,SKU_0065,30,D,PCK_014,67,19150.97,1,Medium
ORD_05612,17-05-2024,21-05-2024,SKU_0203,29,B,PCK_011,80,18122.15,1,Medium
ORD_05613,11-01-2024,13-01-2024,SKU_0086,45,C,PCK_018,93,10965.03,0,Medium
ORD_05614,26-02-2024,29-02-2024,SKU_0106,28,D,PCK_019,26,5970.34,1,Medium
ORD_05615,26-06-2024,29-06-2024,SKU_0192,7,D,PCK_001,91,11687.12,0,Low
ORD_05616,01-03-2024,03-03-2024,SKU_0001,12,D,PCK_017,57,23077.22,0,Medium
ORD_05617,02-02-2024,04-02-2024,SKU_0002,12,D,PCK_014,80,584.98,1,Medium
ORD_05618,11-06-2024,13-06-2024,SKU_0212,42,B,PCK_001,30,21602.28,1,High
ORD_05619,13-06-2024,17-06-2024,SKU_0280,17,A,PCK_001,64,10865.64,1,Low
ORD_05620,18-02-2024,19-02-2024,SKU_0088,11,A,PCK_020,98,15789.43,1,High
ORD_05621,24-04-2024,25-04-2024,SKU_0096,16,C,PCK_003,104,12104.79,1,Medium
ORD_05622,04-01-2024,08-01-2024,SKU_0122,41,A,PCK_020,83,10908.56,1,Medium
ORD_05623,21-04-2024,24-04-2024,SKU_0133,16,A,PCK_018,109,22009.13,1,Low
ORD_05624,22-03-2024,24-03-2024,SKU_0116,20,B,PCK_006,70,8170.17,1,Medium
ORD_05625,21-01-2024,24-01-2024,SKU_0099,43,B,PCK_008,25,11762.92,1,High
ORD_05626,10-05-2024,12-05-2024,SKU_0004,24,B,PCK_006,66,2044.14,1,Medium
ORD_05627,12-02-2024,14-02-2024,SKU_0035,12,B,PCK_002,86,9604.88,0,Medium
ORD_05628,03-05-2024,07-05-2024,SKU_0170,35,A,PCK_012,53,11501.60,0,High
ORD_05629,16-01-2024,18-01-2024,SKU_0116,44,C,PCK_011,26,8276.43,1,Medium
ORD_05630,04-04-2024,06-04-2024,SKU_0018,6,D,PCK_008,58,19442.57,0,Low
ORD_05631,29-01-2024,01-02-2024,SKU_0259,27,C,PCK_018,78,19315.20,1,Low
ORD_05632,21-02-2024,25-02-2024,SKU_0107,3,B,PCK_020,102,11189.49,1,High
ORD_05633,19-02-2024,21-02-2024,SKU_0099,9,C,PCK_006,32,2639.84,1,High
ORD_05634,07-04-2024,10-04-2024,SKU_0202,3,D,PCK_006,111,7969.27,1,High
ORD_05635,26-05-2024,29-05-2024,SKU_0004,47,A,PCK_018,36,751.40,1,Medium
ORD_05636,04-03-2024,07-03-2024,SKU_0289,19,B,PCK_018,27,20838.51,1,High
ORD_05637,05-03-2024,06-03-2024,SKU_0065,5,C,PCK_009,104,2416.88,1,High
ORD_05638,06-05-2024,10-05-2024,SKU_0083,21,A,PCK_019,45,15936.79,1,Medium
ORD_05639,01-01-2024,02-01-2024,SKU_0171,30,D,PCK_020,29,7071.27,1,Medium
ORD_05640,25-06-2024,26-06-2024,SKU_0069,35,A,PCK_002,60,12423.38,0,High
ORD_05641,04-06-2024,07-06-2024,SKU_0125,12,D,PCK_016,43,4742.14,1,High
ORD_05642,25-03-2024,28-03-2024,SKU_0039,42,D,PCK_016,19,7341.74,1,Medium
ORD_05643,06-02-2024,09-02-2024,SKU_0191,8,B,PCK_009,105,13627.02,1,High
ORD_05644,08-06-2024,09-06-2024,SKU_0008,13,B,PCK_013,92,5335.95,1,Low
ORD_05645,08-03-2024,10-03-2024,SKU_0138,21,B,PCK_003,21,8848.11,0,Medium
ORD_05646,22-04-2024,26-04-2024,SKU_0176,26,A,PCK_020,106,19811.28,1,Low
ORD_05647,12-01-2024,13-01-2024,SKU_0068,21,D,PCK_006,98,18673.11,0,Medium
ORD_05648,20-05-2024,24-05-2024,SKU_0039,13,A,PCK_008,112,23316.30,0,Medium
ORD_05649,01-06-2024,02-06-2024,SKU_0191,24,D,PCK_008,59,6567.33,1,High
ORD_05650,10-02-2024,12-02-2024,SKU_0217,3,D,PCK_009,88,6139.50,1,Medium
ORD_05651,12-02-2024,13-02-2024,SKU_0078,47,D,PCK_017,53,11337.94,1,Medium
ORD_05652,07-05-2024,11-05-2024,SKU_0197,38,B,PCK_004,46,3586.19,1,Low
ORD_05653,11-03-2024,13-03-2024,SKU_0014,28,D,PCK_020,18,10853.89,1,High
ORD_05654,15-06-2024,19-06-2024,SKU_0230,37,A,PCK_008,95,13308.75,1,High
ORD_05655,08-05-2024,09-05-2024,SKU_0293,23,B,PCK_019,14,8405.23,0,Low
ORD_05656,24-04-2024,25-04-2024,SKU_0273,16,C,PCK_009,66,1936.16,1,High
ORD_05657,16-06-2024,18-06-2024,SKU_0139,17,B,PCK_002,116,14650.65,1,High
ORD_05658,12-02-2024,13-02-2024,SKU_0055,22,C,PCK_003,37,11533.50,1,Low
ORD_05659,30-05-2024,01-06-2024,SKU_0118,24,C,PCK_011,53,10619.16,1,High
ORD_05660,26-06-2024,29-06-2024,SKU_0163,39,C,PCK_004,81,1596.43,0,High
ORD_05661,22-04-2024,23-04-2024,SKU_0072,36,A,PCK_004,56,16075.61,1,Medium
ORD_05662,28-02-2024,29-02-2024,SKU_0122,18,D,PCK_002,93,4815.46,1,Medium
ORD_05663,01-03-2024,02-03-2024,SKU_0237,9,C,PCK_005,27,14064.99,1,Medium
ORD_05664,02-02-2024,03-02-2024,SKU_0065,31,C,PCK_012,103,14777.75,1,High
ORD_05665,25-02-2024,29-02-2024,SKU_0079,1,B,PCK_003,22,9273.85,1,Low
ORD_05666,01-06-2024,02-06-2024,SKU_0131,5,A,PCK_011,41,14711.58,1,Low
ORD_05667,04-01-2024,06-01-2024,SKU_0093,16,C,PCK_001,85,9924.43,1,Low
ORD_05668,27-05-2024,30-05-2024,SKU_0248,28,A,PCK_016,78,24416.44,1,Medium
ORD_05669,20-01-2024,22-01-2024,SKU_0253,9,B,PCK_013,52,17669.66,1,High
ORD_05670,26-04-2024,27-04-2024,SKU_0121,18,D,PCK_006,89,11138.58,0,Medium
ORD_05671,31-03-2024,01-04-2024,SKU_0049,45,A,PCK_012,116,15574.71,1,High
ORD_05672,24-06-2024,25-06-2024,SKU_0175,1,C,PCK_015,86,8244.67,0,Medium
ORD_05673,15-03-2024,19-03-2024,SKU_0141,46,C,PCK_002,101,10506.70,1,Low
ORD_05674,22-05-2024,25-05-2024,SKU_0258,35,B,PCK_012,111,8142.78,1,Low
ORD_05675,07-01-2024,09-01-2024,SKU_0278,42,C,PCK_006,93,18971.96,1,Low
ORD_05676,06-01-2024,10-01-2024,SKU_0224,1,B,PCK_016,41,6745.70,1,Medium
ORD_05677,15-06-2024,19-06-2024,SKU_0089,12,C,PCK_001,35,4401.44,1,Medium
ORD_05678,09-03-2024,11-03-2024,SKU_0247,48,B,PCK_005,65,4870.15,1,Medium
ORD_05679,05-01-2024,08-01-2024,SKU_0157,12,C,PCK_007,47,9544.46,1,Low
ORD_05680,16-02-2024,19-02-2024,SKU_0192,26,D,PCK_003,84,21113.31,1,High
ORD_05681,10-01-2024,11-01-2024,SKU_0285,9,B,PCK_006,57,16337.34,1,High
ORD_05682,08-02-2024,09-02-2024,SKU_0180,39,A,PCK_001,81,13094.29,1,Low
ORD_05683,08-01-2024,10-01-2024,SKU_0094,22,D,PCK_012,29,11202.04,1,High
ORD_05684,06-02-2024,08-02-2024,SKU_0154,33,B,PCK_015,84,12026.39,1,Low
ORD_05685,23-06-2024,27-06-2024,SKU_0211,6,C,PCK_007,67,14602.14,1,High
ORD_05686,18-04-2024,22-04-2024,SKU_0007,11,B,PCK_003,84,18722.07,0,High
ORD_05687,03-04-2024,06-04-2024,SKU_0126,42,A,PCK_009,34,10894.42,1,Medium
ORD_05688,14-02-2024,15-02-2024,SKU_0292,20,B,PCK_019,47,23802.86,1,Low
ORD_05689,19-01-2024,21-01-2024,SKU_0006,29,D,PCK_001,33,10041.57,1,Medium
ORD_05690,23-05-2024,25-05-2024,SKU_0088,22,A,PCK_015,95,16576.30,1,High
ORD_05691,25-03-2024,27-03-2024,SKU_0210,48,A,PCK_013,116,4704.51,1,Medium
ORD_05692,23-06-2024,24-06-2024,SKU_0176,49,C,PCK_002,82,2777.85,0,Medium
ORD_05693,25-01-2024,27-01-2024,SKU_0100,46,A,PCK_006,58,3121.50,1,Medium
ORD_05694,02-02-2024,05-02-2024,SKU_0146,10,A,PCK_002,30,15195.75,1,Low
ORD_05695,07-03-2024,08-03-2024,SKU_0119,23,A,PCK_020,27,23055.09,1,High
ORD_05696,19-05-2024,23-05-2024,SKU_0044,23,B,PCK_019,25,15332.30,1,High
ORD_05697,06-03-2024,07-03-2024,SKU_0190,48,B,PCK_007,95,1483.31,1,High
ORD_05698,08-05-2024,11-05-2024,SKU_0083,11,D,PCK_010,27,4071.81,1,High
ORD_05699,11-02-2024,15-02-2024,SKU_0045,13,B,PCK_019,73,6553.13,1,Medium
ORD_05700,22-02-2024,25-02-2024,SKU_0003,15,D,PCK_002,92,24379.80,1,High
ORD_05701,03-06-2024,06-06-2024,SKU_0271,22,D,PCK_005,32,22845.83,1,Medium
ORD_05702,10-06-2024,11-06-2024,SKU_0020,1,D,PCK_011,80,23499.90,1,Medium
ORD_05703,05-05-2024,06-05-2024,SKU_0205,44,D,PCK_004,56,12457.53,0,High
ORD_05704,19-05-2024,22-05-2024,SKU_0243,1,B,PCK_014,76,6426.17,1,Medium
ORD_05705,24-05-2024,25-05-2024,SKU_0145,6,C,PCK_007,108,15797.62,1,High
ORD_05706,28-06-2024,02-07-2024,SKU_0008,5,C,PCK_019,114,22936.21,1,High
ORD_05707,20-01-2024,21-01-2024,SKU_0238,20,B,PCK_006,87,16429.22,1,Medium
ORD_05708,18-02-2024,21-02-2024,SKU_0217,42,D,PCK_003,72,18893.59,0,Medium
ORD_05709,23-01-2024,25-01-2024,SKU_0076,29,A,PCK_008,53,11443.36,1,High
ORD_05710,22-02-2024,26-02-2024,SKU_0102,32,A,PCK_014,72,3134.41,1,High
ORD_05711,04-06-2024,08-06-2024,SKU_0133,21,A,PCK_010,43,16277.86,1,Medium
ORD_05712,24-02-2024,25-02-2024,SKU_0154,38,B,PCK_005,102,17109.25,0,Low
ORD_05713,28-06-2024,01-07-2024,SKU_0051,42,C,PCK_013,40,12164.32,1,Medium
ORD_05714,29-04-2024,01-05-2024,SKU_0148,40,B,PCK_004,18,7420.50,1,Medium
ORD_05715,31-03-2024,02-04-2024,SKU_0092,28,D,PCK_015,81,7903.20,1,Low
ORD_05716,26-04-2024,30-04-2024,SKU_0199,1,C,PCK_017,42,15535.10,1,Medium
ORD_05717,10-05-2024,14-05-2024,SKU_0216,9,D,PCK_002,108,14440.40,1,Low
ORD_05718,24-04-2024,26-04-2024,SKU_0107,20,C,PCK_009,89,18873.90,1,High
ORD_05719,23-04-2024,25-04-2024,SKU_0024,47,D,PCK_009,69,21608.10,1,High
ORD_05720,30-01-2024,01-02-2024,SKU_0243,40,C,PCK_011,13,7236.50,1,High
ORD_05721,29-02-2024,04-03-2024,SKU_0262,32,D,PCK_018,82,14712.87,1,High
ORD_05722,08-04-2024,12-04-2024,SKU_0045,40,B,PCK_016,101,24118.51,0,High
ORD_05723,30-01-2024,02-02-2024,SKU_0154,26,A,PCK_006,30,7986.00,1,High
ORD_05724,12-04-2024,13-04-2024,SKU_0147,21,B,PCK_018,118,19156.93,1,Medium
ORD_05725,22-01-2024,23-01-2024,SKU_0158,4,C,PCK_009,96,21298.02,1,High
ORD_05726,15-04-2024,18-04-2024,SKU_0255,9,B,PCK_006,95,17104.55,1,Medium
ORD_05727,13-01-2024,16-01-2024,SKU_0177,24,C,PCK_014,119,3699.05,1,High
ORD_05728,22-03-2024,25-03-2024,SKU_0257,28,C,PCK_013,107,16420.65,1,Medium
ORD_05729,22-01-2024,25-01-2024,SKU_0292,38,B,PCK_001,80,22967.09,1,Medium
ORD_05730,03-04-2024,05-04-2024,SKU_0151,39,C,PCK_018,117,17615.16,1,Low
ORD_05731,06-05-2024,07-05-2024,SKU_0116,14,B,PCK_013,114,10145.50,1,Medium
ORD_05732,13-05-2024,16-05-2024,SKU_0287,45,A,PCK_019,27,3183.65,1,Medium
ORD_05733,26-01-2024,29-01-2024,SKU_0240,28,B,PCK_006,46,23553.63,0,Low
ORD_05734,20-05-2024,23-05-2024,SKU_0223,26,A,PCK_009,27,10116.44,1,Low
ORD_05735,14-02-2024,17-02-2024,SKU_0007,43,C,PCK_001,90,15735.07,0,High
ORD_05736,21-02-2024,23-02-2024,SKU_0257,15,C,PCK_011,39,19752.79,1,Medium
ORD_05737,07-04-2024,09-04-2024,SKU_0138,45,A,PCK_006,48,18012.57,1,Medium
ORD_05738,13-05-2024,16-05-2024,SKU_0143,32,C,PCK_008,42,5647.58,1,Low
ORD_05739,28-05-2024,29-05-2024,SKU_0009,20,B,PCK_002,29,16521.07,1,Medium
ORD_05740,19-04-2024,21-04-2024,SKU_0274,27,C,PCK_003,100,10734.59,1,Low
ORD_05741,11-03-2024,14-03-2024,SKU_0219,24,C,PCK_002,118,18542.77,0,Medium
ORD_05742,20-04-2024,21-04-2024,SKU_0211,30,C,PCK_004,76,10888.75,0,High
ORD_05743,29-02-2024,03-03-2024,SKU_0234,31,C,PCK_017,80,23490.47,1,Medium
ORD_05744,27-03-2024,28-03-2024,SKU_0109,29,A,PCK_015,114,23540.21,1,Medium
ORD_05745,18-06-2024,22-06-2024,SKU_0193,23,D,PCK_003,117,3449.73,1,Low
ORD_05746,02-01-2024,03-01-2024,SKU_0180,38,C,PCK_014,81,12785.30,0,Medium
ORD_05747,06-04-2024,08-04-2024,SKU_0240,20,D,PCK_005,12,13363.80,1,High
ORD_05748,15-05-2024,16-05-2024,SKU_0207,36,A,PCK_018,89,23697.55,0,Medium
ORD_05749,30-04-2024,01-05-2024,SKU_0153,21,C,PCK_003,108,14044.58,1,Low
ORD_05750,20-06-2024,24-06-2024,SKU_0293,36,A,PCK_002,79,15615.97,1,High
ORD_05751,13-03-2024,16-03-2024,SKU_0232,19,B,PCK_016,113,24614.40,1,Low
ORD_05752,09-01-2024,10-01-2024,SKU_0057,3,C,PCK_001,110,5588.21,1,Medium
ORD_05753,21-05-2024,24-05-2024,SKU_0021,47,D,PCK_015,76,12105.80,1,High
ORD_05754,04-01-2024,06-01-2024,SKU_0149,39,C,PCK_008,54,2714.06,1,Medium
ORD_05755,01-02-2024,04-02-2024,SKU_0220,20,C,PCK_002,51,10529.98,0,High
ORD_05756,17-05-2024,21-05-2024,SKU_0117,13,D,PCK_008,67,24903.88,1,Medium
ORD_05757,15-02-2024,19-02-2024,SKU_0218,24,B,PCK_019,33,17300.46,1,High
ORD_05758,14-03-2024,16-03-2024,SKU_0014,44,D,PCK_013,67,15440.75,1,Low
ORD_05759,08-05-2024,12-05-2024,SKU_0226,49,A,PCK_007,42,24607.66,1,Medium
ORD_05760,27-04-2024,28-04-2024,SKU_0242,2,B,PCK_004,86,12589.75,1,High
ORD_05761,10-02-2024,12-02-2024,SKU_0094,42,D,PCK_014,34,14073.05,1,Medium
ORD_05762,11-01-2024,12-01-2024,SKU_0295,49,A,PCK_009,116,10232.20,0,Low
ORD_05763,08-02-2024,12-02-2024,SKU_0009,28,D,PCK_017,55,16828.18,1,Low
ORD_05764,27-02-2024,28-02-2024,SKU_0260,6,C,PCK_014,97,1189.51,1,High
ORD_05765,14-02-2024,17-02-2024,SKU_0258,5,A,PCK_011,103,12863.07,1,Medium
ORD_05766,04-02-2024,05-02-2024,SKU_0242,11,D,PCK_007,98,1995.33,1,High
ORD_05767,26-06-2024,27-06-2024,SKU_0156,20,D,PCK_006,49,12718.57,1,Medium
ORD_05768,19-03-2024,21-03-2024,SKU_0013,48,C,PCK_011,80,18776.14,1,High
ORD_05769,19-01-2024,20-01-2024,SKU_0155,3,B,PCK_019,115,6278.64,1,High
ORD_05770,10-03-2024,11-03-2024,SKU_0061,47,A,PCK_015,86,1152.48,1,Medium
ORD_05771,23-01-2024,25-01-2024,SKU_0288,42,A,PCK_014,105,5929.38,0,Low
ORD_05772,19-04-2024,21-04-2024,SKU_0206,27,A,PCK_015,32,23908.18,1,Medium
ORD_05773,17-02-2024,20-02-2024,SKU_0201,2,B,PCK_007,12,2442.91,1,High
